image,question,raw_response,prediction,ground_truth,correct
COCO_train2014_000000427958.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_train2014_000000427958.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000427958.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000427958.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000568000.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_train2014_000000568000.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000568000.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000568000.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000561176.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000561176.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000561176.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000561176.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000251508.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000251508.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000251508.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000251508.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000027186.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_val2014_000000027186.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000027186.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000027186.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000496730.jpg,"From the perspective of the camera, which orientation is the dog in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000496730.jpg,"From the perspective of the camera, Answer what orientation the dog in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000496730.jpg,"Is the dog facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000496730.jpg,"Is the dog facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000390829.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000390829.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000390829.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000390829.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000569550.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000569550.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000569550.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000569550.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000276590.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000276590.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000276590.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000276590.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000396186.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000396186.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000396186.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000396186.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000095320.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_train2014_000000095320.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000095320.jpg,"Is the giraffe facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000095320.jpg,"Is the giraffe facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000556966.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_val2014_000000556966.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000556966.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000556966.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000297843.jpg,"From the perspective of the camera, which orientation is the airplane in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000297843.jpg,"From the perspective of the camera, Answer what orientation the airplane in the picture is facing.",FORWARD,FORWARD,FACING RIGHT,False
COCO_train2014_000000297843.jpg,"Is the airplane facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_train2014_000000297843.jpg,"Is the airplane facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000354799.jpg,"From the perspective of the camera, which orientation is the cat in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_val2014_000000354799.jpg,"From the perspective of the camera, Answer what orientation the cat in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_val2014_000000354799.jpg,"Is the cat facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000354799.jpg,"Is the cat facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,NO,True
COCO_train2014_000000413625.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000413625.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000413625.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000413625.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000439322.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000439322.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000439322.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000439322.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000284824.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000284824.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000284824.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000284824.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000137045.jpg,"From the perspective of the camera, which orientation is the bear in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_train2014_000000137045.jpg,"From the perspective of the camera, Answer what orientation the bear in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000137045.jpg,"Is the bear facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000137045.jpg,"Is the bear facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000151826.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000151826.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000151826.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000151826.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000569333.jpg,"From the perspective of the camera, which orientation is the cat in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_val2014_000000569333.jpg,"From the perspective of the camera, Answer what orientation the cat in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000569333.jpg,"Is the cat facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000569333.jpg,"Is the cat facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000331023.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_train2014_000000331023.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000331023.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000331023.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000469480.jpg,"From the perspective of the camera, which orientation is the bird in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_val2014_000000469480.jpg,"From the perspective of the camera, Answer what orientation the bird in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_val2014_000000469480.jpg,"Is the bird facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000469480.jpg,"Is the bird facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000428033.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000428033.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000428033.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000428033.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000291687.jpg,"From the perspective of the camera, which orientation is the elephant in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000291687.jpg,"From the perspective of the camera, Answer what orientation the elephant in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000291687.jpg,"Is the elephant facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000291687.jpg,"Is the elephant facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000269634.jpg,"From the perspective of the camera, which orientation is the zebra in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000269634.jpg,"From the perspective of the camera, Answer what orientation the zebra in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000269634.jpg,"Is the zebra facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000269634.jpg,"Is the zebra facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000442593.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000442593.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000442593.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_train2014_000000442593.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,NO,True
COCO_val2014_000000263223.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_val2014_000000263223.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_val2014_000000263223.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000263223.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000521747.jpg,"From the perspective of the camera, which orientation is the dog in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000521747.jpg,"From the perspective of the camera, Answer what orientation the dog in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000521747.jpg,"Is the dog facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000521747.jpg,"Is the dog facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000450559.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_val2014_000000450559.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_val2014_000000450559.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_val2014_000000450559.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000537345.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_train2014_000000537345.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000537345.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000537345.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000568135.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000568135.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000568135.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000568135.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000523492.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,BACK RIGHT,False
COCO_train2014_000000523492.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,TOWARD RIGHT WHILE FACING AWAY THE CAMERA,False
COCO_train2014_000000523492.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000523492.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000521416.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT LEFT,False
COCO_train2014_000000521416.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000521416.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000521416.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000538090.jpg,"From the perspective of the camera, which orientation is the zebra in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000538090.jpg,"From the perspective of the camera, Answer what orientation the zebra in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000538090.jpg,"Is the zebra facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000538090.jpg,"Is the zebra facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000280360.jpg,"From the perspective of the camera, which orientation is the airplane in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT LEFT,False
COCO_val2014_000000280360.jpg,"From the perspective of the camera, Answer what orientation the airplane in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_val2014_000000280360.jpg,"Is the airplane facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000280360.jpg,"Is the airplane facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000401835.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_train2014_000000401835.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",RIGHT,RIGHT,FACING LEFT,False
COCO_train2014_000000401835.jpg,"Is the giraffe facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000401835.jpg,"Is the giraffe facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000259576.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,BACK RIGHT,False
COCO_val2014_000000259576.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",LEFT,LEFT,TOWARD RIGHT WHILE FACING AWAY THE CAMERA,False
COCO_val2014_000000259576.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000259576.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000266160.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000266160.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000266160.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000266160.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000496678.jpg,"From the perspective of the camera, which orientation is the elephant in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000496678.jpg,"From the perspective of the camera, Answer what orientation the elephant in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000496678.jpg,"Is the elephant facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000496678.jpg,"Is the elephant facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000540838.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT LEFT,False
COCO_train2014_000000540838.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,FACING LEFT WHILE FACING THE CAMERA,False
COCO_train2014_000000540838.jpg,"Is the giraffe facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000540838.jpg,"Is the giraffe facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000542248.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,BACK LEFT,False
COCO_val2014_000000542248.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONT,FRONT,TOWARD LEFT WHILE FACING AWAY THE CAMERA,False
COCO_val2014_000000542248.jpg,"Is the giraffe facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000542248.jpg,"Is the giraffe facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000468017.jpg,"From the perspective of the camera, which orientation is the horse in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_train2014_000000468017.jpg,"From the perspective of the camera, Answer what orientation the horse in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000468017.jpg,"Is the horse facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000468017.jpg,"Is the horse facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000491481.jpg,"From the perspective of the camera, which orientation is the giraffe in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT,False
COCO_val2014_000000491481.jpg,"From the perspective of the camera, Answer what orientation the giraffe in the picture is facing.",FRONTAL,FRONT,FACING THE CAMERA,False
COCO_val2014_000000491481.jpg,"Is the giraffe facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_val2014_000000491481.jpg,"Is the giraffe facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000092674.jpg,"From the perspective of the camera, which orientation is the zebra in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000092674.jpg,"From the perspective of the camera, Answer what orientation the zebra in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
